Test #,Build #,Category,Test Case,Expected Result,Actual Result,Repeatable?,Blocker?,Test Owner
6,2024-02-26 00:00:00,Edit Profile,"In ""edit profile"", i cant click on player frame, title, or banner, its lighting up, but nothing is happening","To be able to edit my banner, title or frame","registering my click but nothing happens, does not allow me to edit",Yes,No,Artim Trofimenko
3,2024-02-20 00:00:00,UI,"Menu options don't light up when hovering over
 them","Some indicator showing which
 option you are choosing","No indication, leaves guess work
 to user",Yes,no,Joey Kaz
1,2024-02-24 00:00:00,Login,Email Login,The auth window should be a popup,A new tab is opened,Yes,No,Bao Ngo
2,2024-02-24 00:00:00,UI/Game,Screen Shake Settings,There should be an options to turn off screen shake,There is no option to do so,Yes,No,Bao Ngo
1,2024-02-25 00:00:00,Shop,Shop takes me to a different page,Micro manages to be in the game,Took me outside of the game to look at the net shop,Yes,No,Alex Kevorkian
1,2024-02-25 00:00:00,Game/Tutorial,"bug: Selecting ""Deck Builder Tutorial"" didn't work","Take the user to the ""Deck Builder Tutorial"" to show the user how to build a deck","Nothing happened, even after refreshing and trying it again",Yes,No,German Wong
1,2024-02-23 00:00:00,Game,Clicking on tutorial elements before being prompted to do leads to softlock,Game should prevent me from pushing the button before or skip ahead if I already have,Tutorial waited for me to press the button but could no longer do so since I already did,Yes,Yes,Ricky Malagon
1,2024-02-25 00:00:00,Internet connection,High latency issue for me because of bad internet connection on my end i believe i recieved latency of 6000 so the game was hard to play. I played in web browser.,Smother run time game experience,High latency,Yes,Not sure,"Your name
 Salman Khan"
1,2024-02-25 00:00:00,Main Page,Deck builder tutorial button not doing anything.,To take me to deck builder tutorial.,Game stayed on main page.,Yes,Yes,Monte Tamazyan
1,2024-02-25 00:00:00,UI/First Gameplay Tutorial,"bug: After dragging out the screen, the game no longer allows users to select highlighted cards.",Users should be able to select highlighted cards regardless of the screen size or position.,Selection of highlighted cards becomes non-responsive after dragging out the screen.,Yes,Yes,Abigail Macias
2,2024-02-25 00:00:00,UI/Main Page/Settings,"bug: When opening the settings on the main page, the 'x' button is highlighted when hovered over. However, clicking on the 'x' button does not close the settings; only the 'Cancel' button works.","Clicking the 'x' button should close the settings, providing an alternative to the 'Cancel' button.",Clicking the 'x' button does not close the settings.,Yes,no,Abigail Macias
0,2024-02-25 00:00:00,UI/Game/Attack/Victory,Can't see what I am clicking on when attacking enemy base/hero near Victory,Click on/attack an enemy base or hero,Clicked on a gray bar at the top of the screen,Yes,Yes/no,Craig Edmondson
1,2024-02-25 00:00:00,UI/Game,Mouse feels too small,"Mouse size is proportional to what is going on in the game (large rectangle characters, large buttons)",Mouse is small and doesn't connect with the game enough,Yes,,Craig Edmondson
0,2024-02-23 00:00:00,UI,Edit profile section not all tabs click,All The Tabs to be clickable,Only edit name and icon work,Yes,No,Felix Moreno
1,2024-02-24 00:00:00,UI,Deck Builder button tutorial not clickable,Start the decker tutorial,Take me back to homepage,Yes,Yes,Felix Moreno
5,2024-02-25 00:00:00,Adventures,usercase: AI player takes long,training mode,AI not responding/exit tutorial,Yes,no,Moises Alvarez
2,2024-02-25 00:00:00,UI,"Trying to change my player frame, title, or banner","Take me to a page where I can change my player frame, title or baner,",clicking the button does nothing,Yes,No,Joshua alvarado
1,2024-02-20 00:00:00,Tutorial Game,Clicking on cards take too long,Select right away and keep playing cards,"It worked but very slow, after several times",Yes,No,Sayra Reyes
2,2024-02-20 00:00:00,Tutorial Game Instructions,Instructions slide too fast,Show a little more time,Go away too fast,Yes,No,Sayra Reyes
3,2024-02-22 00:00:00,Tutorial Game/Cards,Cards too small to see,Bigger cards with bigger letters,Very small cards with small letters,Yes,No,Sayra Reyes
4,2024-02-22 00:00:00,Tutorial Game/DeckTutorial,Not much information about the game (history),More history with instructions,Just instructions,Yes,No,Sayra Reyes
1,2024-02-25 00:00:00,Main Page,A frozen screen,Expected to leave online players list back to main screen and it all froze,Frozen,Yes,Yes,Jose Flores
2,2024-02-25 00:00:00,Login,Logged out,Expected to stay logged in after refreshing and completely logged out,Had to login again,Yes,Yes,Jose Flores
1,2024-02-25 00:00:00,Main Page,A frozen screen,Expected to leave online players list back to main screen and it all froze,Frozen,Yes,Yes,Kevin Chaja
2,2024-02-25 00:00:00,Login,Logged out,Expected to stay logged in after refreshing and completely logged out,Had to login again,Yes,Yes,Kevin Chaja
,2024-02-23 00:00:00,Game,Visual bug where when playing a card all the played cards on the field clip through the floor briefly,Based on the movement that all the cards would bounce up for a second based on the force in which the card being played,Cards appeared to be shaking and clipped through the floor,Yes,no,Nikolas Martell
,2024-02-25 00:00:00,Main Page,Clicking on the deck builder tutorial does not start it,The tutorial would start upon selecting it,It did not start,Yes,Yes,Nikolas Martell
1,2024-02-25 00:00:00,Main Page after clicking on link,Immediately opens an ad for game even though I have no idea what the game is or how to even play it.,Game opens to login page,Ad popup,Yes,no,Mohammad Asim Sheikh
2,2024-02-25 00:00:00,Game,Game way too glitchy on Macbook pro using Safari; Couldn't even pick a card; Decided to reload the window and it took me back to login page.,Smooth card picking operation,Doesn't let me pick card due to lag,Yes,no,Mohammad Asim Sheikh
2,2024-02-24 00:00:00,game,Selecting the Build Deck didn't do anything after complete the first gameplay tutorial,Go to the Build deck tutorial,Did nothing/ went to the home screen,Yes,yes,Jainivash Korisal
1,2024-02-20 00:00:00,UI (Edit Profile),"Clicking player: name, icon, frame, title, and banner changes to respective pages.",Clicking these buttons would change the profile editor to the clicked page.,"Only the name and icon pages work, frame, title, and banner are non functional.",Yes,No,Jason Ross
2,2024-02-22 00:00:00,UI (Deck Builder),Adding card to deck adds it.,Card is added to deck.,"Cards add until a previously added card is removed, then they don't add.",Yes,Yes,Jason Ross
3,2024-02-22 00:00:00,Game (Training Mode),AI oppoenent attacks dynamically.,AI opponent will attack in a mathematically efficent way to best win the game.,AI opponent will only attack from left to right (user POV).,Yes,No,Jason Ross
2,2024-03-12 00:00:00,Tutorial,Bug: Skipping Tutorial parts,Follow the tutorial,"Can bypass certain pieces of the tutorial because the hit box of the indicators are to big, can stop the tutorial from conitnuing",Yes,Yes,
,2024-03-05 00:00:00,Loading deck,"Every time I click on loading deck 
 The game kicked me out","I expect to see my deck that I 
 Made last time",No result,Yes,Yes,Ali kin
1,2024-02-25 00:00:00,UI/Game,Mouse feels too small,"Mouse size is proportional to what is going on in the game (large rectangle characters, large buttons)",Mouse is small and doesn't connect with the game enough,Yes,,Craig Edmondson
,2024-02-23 00:00:00,Game,Visual bug where when playing a card all the played cards on the field clip through the floor briefly,Based on the movement that all the cards would bounce up for a second based on the force in which the card being played,Cards appeared to be shaking and clipped through the floor,Yes,no,Nikolas Martell
,2024-02-25 00:00:00,Main Page,Clicking on the deck builder tutorial does not start it,The tutorial would start upon selecting it,It did not start,Yes,Yes,Nikolas Martell
1,2024-10-08 00:00:00,Login,Login page for wallet seems unhelpful.,"Either for the site to redirect me to the extentions instalition page, or to open up the extention if it was installed","A popup that shows a usless QR code for mobile divices and a bucnch of desktop apps, that is not very useful for non-crypto users.",Yes,No,Matthew Bellman
2,2024-10-08 00:00:00,Main Page,Tutorial prompt shows up again after clicking No once you are back to the main menu,For it to not show up again after doing it.,It shows up.,Yes,No,Matthew Bellman
3,2024-10-08 00:00:00,Deck Tutorial,"A button gets blocked by the games tutor (Luna) at the start of the deck tutorial, making it hard to click on.",For her to not be in the way of the button the user needs to click on.,She's in my way.,Yes,No,Matthew Bellman
4,2024-10-08 00:00:00,Deck Tutorial,"The srcren say to ""Tap anywhere to continue"" even though I'm on a workstation/laptop computer that doen't suport touch controls.","For it to say ""Click anywhere to continue"" instead.","""Tap anywhere to continue"" shows up regrardless.",Yes,No,Matthew Bellman
1,2024-10-06 00:00:00,Game,"In Game, Pop up message time is too short because of that we cant read it in first time.",It's should be more presentable on screen ,We can't read it in first time,Yes,Yes,Axit Bhingradiya
2,2024-10-06 00:00:00,UI,"In arena, we cant controll the music.",It's should be controllable,Music controll is not working,Yes,Yes,Axit Bhingradiya
3,2024-10-06 00:00:00,Main page,"In edit profile, we can't change player frame, title, banner.",It's should be changeble,It's doesn't clickable,Yes,Yes,Axit Bhingradiya
1,2024-10-08 00:00:00,UI,User case: Luna blocking 'Deck Builder' button during Deck Builder tutorial,Deck Builder' button clearly visible without any distractions/obstructions,Luna art and text box is obstructing the highlighted 'Deck Builder' button during the Deck Builder Tutorial. Users could be detered from the design or might be frustrated if they miss the highlighted button behind Luna.,Yes,No,Kenneth Dam
2,2024-10-08 00:00:00,UI,User case: Locked into card detail UI during Deck Builder tutorial,Able to exit the card detail UI during Deck Builder tutorial and freely scroll up and down the cards on the right side. Able to freely navigate and select the cards on the right side of the UI.,Locked into the card detail UI and the only way to navigate the cards was one by one using the arrows.,Yes,No,Kenneth Dam
2,2024-10-08 00:00:00,Adventures,Cannot exit out of adventure,Going back to main menu,Frozen on the adventure page,Yes,Yes,Seng Dieng
1,2024-10-08 00:00:00,Login,bug: infinite loading screen on connecting/scanning wallet,I expected the wallet to connect after a reasonable amount of time after scanning with the metamask app on my phone (a few seconds),"It became an infinite loading screen, I probably waited 5 minutes before closing and reopening the app to try again. I also reopened the enders gate website and selected the Skale option to pop up the QR code again.",Yes,Yes,Gerard Gandionco
2,2024-10-08 00:00:00,Main Page,"user case: ""New Player?"" popup upon returning to main menu after completeing the tutorial","For the popup to only appear once, that is, only before the tutorial phase.",It popped up a second time,Yes,No,Gerard Gandionco
1,2024-10-03 00:00:00,UI,"
When you Start the ""Deck Building Tutorial,"" Luna is Blocking the Deck Builder Option, Making it Hard to See/Find.
","Find the Button, Click the Button, and Progress to the Next Step.",Couldn't Really Find the Button to Progress.,Yes,Yes,Harutyun Gevoglanyan
2,2024-10-04 00:00:00,Game,"
After finishing the ""Deck Building Tutorial,"" Nothing Happens.",Receiving Some Type of Feedback that you Have Completed the Tutorial.,Nothing Happened. I had to Manually Exit the Tutorial on my Own.,Yes,No,Harutyun Gevoglanyan
3,2024-10-04 00:00:00,UI,"
When Entering the ""Deck Building Tutorial,"" the Blue Highlighted Box isn't Properly Centered Around the ""Create a New Deck.""",The Blue Highlighted Box Would Have Been Properly Centered.,The Blue Highlighted Box would Have Been Nicely Centered.,Yes,No,Harutyun Gevoglanyan
4,2024-10-04 00:00:00,Game,"
""First Gameplay Tutorial"" is Super Laggy Making the Experience Not Fun.",No Lag or Super High Latency ,Very Laggy and Have Super High Latency,Yes,No,Harutyun Gevoglanyan
2,2024-09-08 00:00:00,Tutorial,"The blue hover telling the user to select a card is to big and as a consequence the user can select other cards, which is kinda confusing as a tutorial.",Blue hover on 1 card only.,more than 1 card can be selected,Yes,No,Miguel Hernandez
1,"
10/6/2024",Main Page,"User Case: Going to ""Tutorials"" Main Page -> ""Play"" Button"" from ""Deck Builder Tutorial"", After that unable to continue because you cannot click on ""Deck Builder"" on main page",Smooth and ready to start tutorial right away,"The tutorial instruction itself is covering ""Deck Builder"" so unable to click on ""Deck Builder""",Yes,Yes,Kaung Khant
2,2024-10-08 00:00:00,Adventure Option,"Bug: Buttons on ""Adventure"" are not working","After clicking on""Adventure"" and checking, being able to go back to Main Page or click on other buttons on ""Adventure""","Freeze or Stuck on ""Adventure"" Page and unable to click on other buttons like ""Deck Builder"" at the left bottom, unable to click on ""Back"", ""Home"" and other buttons",Yes,Yes,Kaung Khant
1,2024-10-06 00:00:00,UI,Profile doesn't change in Arena,Same profile in home screen as well as game,Our profile looks little different Arena and home screen,Yes,Yes,Naitik Kheni
2,2024-10-06 00:00:00,UI,Win/Lose doen't change in the profile,Win/Lose should be change as per our Arena game record,Acording to me there is nothing change in our game profile as per considering our Arena win/lose record,Yes,Yes,Naitik Kheni
1,2024-10-06 00:00:00,Game,Bug: Game froze during opponent's turn,Opponent finishes turn,Timer stopped and game froze,Yes,Yes,Samuel Lee
3,2024-10-06 00:00:00,Game,Bug: Game froze during opponent's turn,Opponent finishes turn,"Timer stopped after
opponent attacked",Yes,Yes,Samuel Lee
4,2024-10-06 00:00:00,Game,Bug: Selected card did not attack,Attack opponent,"Did not attack. Had to select the 
card again. The card was floating 
indicating it was selected",Yes,No,Samuel Lee
0,2024-10-07 00:00:00,Deck Builder Tutorial,"The tutorial hides the deck builder icon, so your just clicking blindly",Maybe the tutorial to move to a different part of the screen,"Couldn't see the ""Deck Builer Icon""",Yes,No,Tigran Manukyan
1,2024-10-08 00:00:00,Deck Builder Tutorial,"Once you add 20 Gaurdians any more gaurdians added cannot be removed, so if you fill your 30 alloted slotes with just  gaurdians you wont be able to remove them to add reaction and action cards to complete the tutorial","Remove button to work if you have more than 20 gaurdians, but be blocked if you have 20 gaurdians",Had 26 Gaurdians and Couldn't remove them to finsih the task,Yes,Yes,Tigran Manukyan
3,2024-10-08 00:00:00,Arena,After the opponents health drops down to a certain level their hp points are not visible.,HP points to be a different color,Could not see HP points,Yes,No,Tigran Manukyan
5,2024-10-08 00:00:00,Edit Profile,"Name Change does not appear Arena even after restarting the game, appears in main screan but not Arena",New name to apear while in Arena,Old name (default name) appears,Yes,No,Tigran Manukyan
6,2024-10-08 00:00:00,Home Page/Settings,There is an (X) button in the settings but it does nothing,Close the settings without saving,Nothing,Yes,No,Tigran Manukyan
,2024-10-04 00:00:00,Game,Buttons take long to process what needs to happen next,For pop ups to stop showing,Pop ups continued to show,Yes,No,Yareli Martinez
,2024-10-04 00:00:00,Game,Instructions were a bit confusing,Box next to instructions was misleading,Box wouldn't check at times,Yes,No,Yareli Martinez
1,2024-10-06 00:00:00,Log In. MetaMask/WalletConnect possible connection issue,"When reaching towards ""Skale"" connect option via this route. ""Wallet Login"" -> ""MetaMask"" -> ""Skale"". It seems the mobile option of using WalletConnect is not operational at this time",Expected Result is for the mobile app MetaMask to connect to the game via the QR code prompted,Actual Result is when using the QR code there is an infinite loading indicator on the mobile app,Yes,Yes,Mikel Nuila
2,2024-10-06 00:00:00,LogIn. Starting gameplay,After connecting through WalletConnect there was no indication or process option given to move forward to gameplay. I tried refreshing and connecting again however there was no option for me to start any gameplay.,Expected Result was for user to be prompted to start a tutorial or gameplay,Actual Result was no new option be available,Yes,Yes,Mikel Nuila
3,2024-10-08 00:00:00,Main Page,Buttons to go back from Adventure and go home do not work in Adventure,To go back to home page,Stuck in adventure,Yes,Yes,Robert Stevenson
4,2024-10-08 00:00:00,UI,Name change doesn't apply,Name change to apply to UI when in arena,Name is still default one,Yes,No,Robert Stevenson
5,2024-10-08 00:00:00,Login,Name change doesn't apply,Name change to apply to UI when logging in,Name is still default one,Yes,No,Robert Stevenson
6,2024-10-08 00:00:00,UI,Starting animation that plays when starting a match texture is broken.,Texture not broken,Texture has holes and ,Yes,No,Robert Stevenson
7,2024-10-08 00:00:00,Text Chat,Copying and pasting a million words locks freezes the game. Copy/Paste Used: https://www.damienelliott.com/1-million-words-ready-to-copy-and-paste-lorem-ipsum/,To not allow large amount of text,Allows and freezes,Yes,Yes,Robert Stevenson
8,2024-10-08 00:00:00,Main Page,X button in settings does not work,Exit Settings page,Settings page stays open,Yes,No,Robert Stevenson
9,2024-10-08 00:00:00,Main Page,X button in text area of friend tab does not work,Clear text in text area,Text remains,Yes,No,Robert Stevenson
10,2024-10-08 00:00:00,Main Page,Copy & Paste million words into text area of friends tab freezes game,Character Limit,Pastes and freezes,Yes,Yes,Robert Stevenson
3,2024-10-08 00:00:00,Game,Opened tutorial but there was no tutorial,For a tutorial to start,There was no tutorial,Yes,No,Shawn Takhirov
4,2024-10-08 00:00:00,Game,Skips tutorial if you exit browser first time,For a tutorial to restart,Cannot restart initial tutorial,Yes,No,Shawn Takhirov
1,Skale Gameplay Tutorial 10/4/2024,Gameplay Tutorial,"While following the First Gameplay Tutorial, the tutorial failed to highlight the correct button after the first attack.",The tutorial should properly guide the user through each step without confusion.,"The button to proceed was not highlighted, causing confusion for the user.",Yes,No,Matt
2,Skale Deck Builder Tutorial 10/4/2024,Deck Builder Tutorial,"While following the Deck Builder Tutorial, the save button was unresponsive after editing the deck.",The save button should be responsive after editing the deck.,"The save button was unresponsive, requiring multiple clicks to function.",Yes,No,Mahdi
1,2024-10-08 00:00:00,Game,does not let you attack in the tutorial,I was suppose to attack the oppenents card,I clicked the oppenents card to attack and nothing happened,Yes,No,Nathan Wahba
2,2024-10-08 00:00:00,Game,cant save changes for settings in game,I want to lower the volume when I'm playing the game but it wont save,I move the slider for the volume but nothing happens,Yes,No,Nathan Wahba
1,2024-10-14 00:00:00,Main Page,Feedback could have been integrated into the game itself.,"On clicking feedback, a form could pop up on the main page itself.",It redirects to the new tab of google form.,Yes,Yes,Birva Babaria
2,2024-10-14 00:00:00,Game,Master volume and Music volume: While playing game music was not decreasing even after scrolling it to lowest as possible,Music should be completely turned off.,There were no changes noticed on music,Yes,Yes,Birva Babaria
3,2024-10-14 00:00:00,Edit profile,Changing the player icon is slower than expected.,Player icon should be changed instantly.,It takes few seconds to make an impact to the profile icon,Yes,Yes,Birva Babaria
4,2024-10-14 00:00:00,Main Page,"For pop-up of Anime Ultraman, the 'Read more' button doesn't work.",Should open more information on new tab,No actions noted after clicking,Yes,Yes,Birva Babaria
1,2024-10-15 00:00:00,UI,The Latest News and Latest Update Buttons don't do anything.,For the buttons to show me a windows showing me the info they claim to have.,Nothing,Yes,No,Matthew Bellman
2,2024-10-15 00:00:00,UI,The pop-up shows up again after closeing it and then returning to the main menu after interacting with another menu.,For it to not show up again.,It shows up again,Yes,No,Matthew Bellman
3,2024-10-15 00:00:00,Tutorial,"I can get to the deck screen, but I cannot click on the deck I've created due to another loading screen.",To click on the deck I've created to advance the tutorial,I got trapped with another loading screen,Yes,No,Matthew Bellman
7,2024-10-15 00:00:00,Arena,"When clicking on the return button, it asks if you want to leave the room after the game has finished. I'd understand if it was in the middle of a game, but not afterwards.",To just leave the game immediately after click on that button.,I have to click through a confomation screen that is redundant in this case.,Yes,No,Matthew Bellman
8,2024-10-15 00:00:00,Arena,"Also, the options on the ""Are you sure want to leave the room?"" screen are ""OK"" and ""CANCEL"".","For the options to be ""YES"" and ""NO""","The options are ""OK"" and ""CANCEL""",Yes,No,Matthew Bellman
9,2024-10-15 00:00:00,Arena,The question also has bad grammer.,"It should say ""Are you sure you want to leave the room?""","It says ""Are you sure want to leave the room?""",Yes,No,Matthew Bellman
11,2024-10-15 00:00:00,Feature Request,The surender button should be a bit more visible and not hidden in a submenu.,For the quit button to be on the main UI.,,Yes,No,Matthew Bellman
2,2024-10-14 00:00:00,UI,User case: Latency overlap to player name.,Change the place for latency.,Latency display over player name.,Yes,Yes,Axit Bhingradiya
3,2024-10-14 00:00:00,Main page,"User case: In profile, win/losses is not updating.",win/loses should be updated after every match.,It's remaining same.,Yes,Yes,Axit Bhingradiya
2,2024-10-13 00:00:00,Home page,In this game I can't show online players.,This game should have access to show online players,But not show online players,Yes,Yes,Feni Bodar
3,2024-10-14 00:00:00,Home page,"""Explore"" button is not working In card shop home page ",It should be working ,But it's not working,Yes,Yes,Feni Bodar
4,2024-10-14 00:00:00,Home page,"""Recently Sold"" cards button is not working and soldded cards list not show",Sold out cards list should show in this game,But Recently Sold button is not working,Yes,Yes,Feni Bodar
,2024-10-15 00:00:00,UI,chat,be able to chat,cannot chat,Yes,No,Keith Chua
,2024-10-15 00:00:00,Settings,Checking Perspective or Orthographics,can check or uncheck,cannot check or uncheck,Yes,No,Keith Chua
,2024-10-15 00:00:00,Screen,UI for clicking return does not scale to the resolution of monitor ( i have 3440x1440 33inches),be able to see return,cannot see return,Yes,Yes,Keith Chua
1,2024-10-15 00:00:00,UI,User case: Leaderboard ratio ranking number error,The ratio ranking should be a positive number or NA,The ratio ranking for an account without any wins/losses is -1,Yes,No,Kenneth Dam
2,2024-10-15 00:00:00,UI,User case: Bottom left UI during a game,The life gain text at the bottom left during a game should be clear,The life gain text at the bottom left of the game overlaps with the life point change text,Yes,No,Kenneth Dam
3,2024-10-15 00:00:00,UI,User case: Drag cards for deck builder,The user should be able to add/remove cards quickly by dragging the cards to the middle or away from the middle,"Users currently cannot add/remove cards quickly, has to click on the card and then click the arrow for Add/Remove",Yes,No,Kenneth Dam
1,2024-10-15 00:00:00,Game,"""Arena"" is Laggy.                                       Making the Experience Not Fun.",No Lag or High Latency ,Laggy and Have Constant High Latency,Yes,No,Harutyun Gevoglanyan
2,2024-10-15 00:00:00,Game,"When I hover on the turns button, the game changes turns?? it's confusing",A hover text telling the user what is going on,Nothing,Yes,no,Miguel Hernandez
2,2024-10-15 00:00:00,Game,"Enhancement request: allow users to change in-game audio using in-game Setting ""Audio"", lowering or increasing volume","Experience audio changes using in-game setting ""Audio""",The audio volume does not change and it remains the same as before,Yes,No,Kaung Khant
1,2024-10-15 00:00:00,Game,"User case: No pausing against AI. I was
distracted by a mosquito and wasted
a chunk of my time during my turn.","When I press P, the game
pauses",No pause,Yes,No,Samuel Lee
2,2024-10-15 00:00:00,Main Page,"Bug: The ""X"" icon on settings doesn't 
work. I had to press cancel/save to exit 
out of settings",Exit settings,No function,Yes,No,Samuel Lee
0,2024-10-14 00:00:00,Arena\Battle Phase,"During an animation during battling, if you select an attacker, sometimes the attacker is selected, but it does not let you attack any character even after the animation has ended. You have to unselect the character by clicking on another character, then reselect for it to work","Either does not let you select while animation is playing, or lets you attack with selected attacker.",Could not attack with selected attacker ,Yes,No,Tigran Manukyan
3,2024-10-15 00:00:00,Arena\Main Phase,"For starting second. During th3 opponen's main phase, the option to hire a gaurdian is available. If clicked it bugs out and it automaticly skips your turn every time, automatically draws cards for you then skips the rest of your turn. The attaking AI does not battle, but still hires charecters, and lets the time run out.",Does not let you hire charecter when its not your turn,The game automatilly skips your turn for every future round.,Yes,Yes,Tigran Manukyan
4,2024-10-15 00:00:00,Arena\Main Phase,"After clicking on an already purchached gaurdian if a essense card is also clicked to ""flip"" the UI's for both overlap, one should close before the other opens",One of the UI's closes before the other is opend,Both UI's overlapping each other.,Yes,No ,Tigran Manukyan
6,2024-10-15 00:00:00,Arena\Battle Phase,"For all battles phases, the botton always says ""Turn 5 Battle"" no matter which turn it is.",It says the the correct turn number ,Wrong turn number is desplayed ,Yes,No,Tigran Manukyan
,2024-10-15 00:00:00,UI,UI seemes to be glitching,No glitching happening and game to run smoothly,Glitching continued not exactly sure why,Yes,No,Yareli Martinez
,2024-10-15 00:00:00,Main Page,Features could be more public eye appealing,Expect less wording in the main page,Too many words ,Yes,No,Yareli Martinez
,2024-10-15 00:00:00,Login,It's a bit hard to access the main page,Automatically take me to the game,Asks us to connect to Metamask,Yes,No,Yareli Martinez
1,2024-10-14 00:00:00,Game,"When receiving gold, it covers how much I initially have","For my money bank to be updated quickly, and not cover half of the bank box",It covers how much I initially have and was non stopping adding small amounts of gold,Yes,No,Angel Merchant
2,2024-10-14 00:00:00,UI,"When health is low, I can’t see how much I have left",Have a background behind health box so it wont be hard to see,"When my health was low, it was transparent to the background of the game. However since its a dark setting, it basically disappears the color text of the health count",Yes,No,Angel Merchant
3,2024-10-15 00:00:00,UI,History Log,Scroll smoothy to read history of attacks,"When I scroll a little too hard, it moves the box quickly and sometimes the log disappears until I scroll back slowly.",Yes,No,Angel Merchant
1,2024-10-14 00:00:00,Login/UI/Metamask,"When trying to log in using Metamask, the wallet connection fails if not already logged in.",Metamask should prompt to log in if not already logged in.,User is not prompted and login fails silently.,Yes,Yes,Mahdi
2,2024-10-14 00:00:00,Gameplay/Tutorial,"While playing the First Gameplay Tutorial, card animations lag and freeze.",Smooth card animations during the tutorial.,Cards freeze for a few seconds during the animations.,Yes,No,Matt
3,2024-10-14 00:00:00,Deck Builder,The Deck Builder doesn’t allow saving a newly created deck.,Newly created deck should be saved and visible in the deck list.,"Deck is not saved, and there is no error message displayed.",Yes,Yes,Matteo
4,2024-10-14 00:00:00,Arena/Matchmaking,"When attempting to join an arena match, the matchmaking queue gets stuck at “Searching for opponent”.",Matchmaking should successfully find an opponent within a reasonable time frame.,Queue remains stuck for over 5 minutes without finding an opponent.,Yes,Yes,Shervin
5,2024-10-14 00:00:00,Arena/UI,"In the arena, after a match is over, the “Rematch” button does not respond when clicked.",Clicking the “Rematch” button should start a new match with the same opponent.,The button appears to click but nothing happens.,Yes,No,Kian
1,2024-10-15 00:00:00,Game,Does not let me change my camera settings,I want to change my Orthographics,Game wont let me check the Orthographics checkbox,Yes,No,Nathan Wahba
3,2024-10-15 00:00:00,Menu,Does not let you save after clicking default settings,I wanted to save the sound settings after pressing return to default,The Sound automatically went up after clicking that,Yes,No,Nathan Wahba
